P1907-DC-01.1.dwg		Switch Station				556268829	2	
P1907-WD-04.dwg		Switch Station				556268829	2	
SL01.01-A.dwg		Switch Station				556268829	2	
P1907-DC-02.2.dwg		Switch Station				556268829	2	
P1907-DC-06.2.dwg		Switch Station				556268829	2	
DP01.01-A.dwg		Switch Station				556268827	2	
DC05.02-A.dwg		Switch Station				556268827	2	
DW02.02-A.pdf		Switch Station				556268827	2	
DC01.01-A.dwg		Switch Station				556268827	2	
DW11.01-A.pdf		Switch Station				556268827	2	
DW10.01-A.dwg		Switch Station				556268827	2	
DW03.01-A.dwg		Switch Station				556268827	2	
DC04.02-A.pdf		Switch Station				556268827	2	
DC07.03-A.pdf		Switch Station				556268827	2	
DC03.02-A.dwg		Switch Station				556268827	2	
DC04.03-A.dwg		Switch Station				556268827	2	
CS01.01-A.pdf		Switch Station				556268827	2	
DC02.05-A.pdf		Switch Station				556268827	2	
DW07.01-A.pdf		Switch Station				556268827	2	
DC01.02-A.dwg		Switch Station				556268827	2	
DC02.03-A.dwg		Switch Station				556268827	2	
CS01.01-A.dwg		Switch Station				556268827	2	
DW09.05-A.dwg		Switch Station				556268827	2	
DC02.05-A.dwg		Switch Station				556268827	2	
DW09.06-A.pdf		Switch Station				556268827	2	
DC03.02-A.pdf		Switch Station				556268827	2	
DC05.04-A.pdf		Switch Station				556268827	2	
DW09.04-A.pdf		Switch Station				556268827	2	
DW01.02-A.dwg		Switch Station				556268827	2	
DW12.01-A.dwg		Switch Station				556268827	2	
DC03.01-A.dwg		Switch Station				556268827	2	
DC01.01-A.pdf		Switch Station				556268827	2	
DC05.03-A.pdf		Switch Station				556268827	2	
CC01.01-A.pdf		Switch Station				556268827	2	
DC05.02-A.pdf		Switch Station				556268827	2	
DC04.01-A.dwg		Switch Station				556268827	2	
DW11.01-A.dwg		Switch Station				556268827	2	
DW02.01-A.dwg		Switch Station				556268827	2	
DW04.01-A.pdf		Switch Station				556268827	2	
DC07.02-A.dwg		Switch Station				556268827	2	
DW09.04-A.dwg		Switch Station				556268827	2	
DC07.01-A.pdf		Switch Station				556268827	2	
DC02.01-A.dwg		Switch Station				556268827	2	
DW09.02-A.pdf		Switch Station				556268827	2	
DC06.02-A.dwg		Switch Station				556268827	2	
DW12.01-A.pdf		Switch Station				556268827	2	
DW10.01-A.pdf		Switch Station				556268827	2	
FB01.01-A.pdf		Switch Station				556268827	2	
DW05.01-A.dwg		Switch Station				556268827	2	
DC05.01-A.dwg		Switch Station				556268827	2	
DW09.02-A.dwg		Switch Station				556268827	2	
CC01.01-A.dwg		Switch Station				556268827	2	
DC05.04-A.dwg		Switch Station				556268827	2	
DC07.04-A.pdf		Switch Station				556268827	2	
DW04.01-A.dwg		Switch Station				556268827	2	
DL01.01-A.dwg		Switch Station				556268827	2	
DC06.01-A.pdf		Switch Station				556268827	2	
CM01.01-A.dwg		Switch Station				556268827	2	
DW09.01-A.pdf		Switch Station				556268827	2	
DC04.02-A.dwg		Switch Station				556268827	2	
DC02.01-A.pdf		Switch Station				556268827	2	
DC07.01-A.dwg		Switch Station				556268827	2	
CM01.01-A.pdf		Switch Station				556268827	2	
DC03.01-A.pdf		Switch Station				556268827	2	
DW09.06-A.dwg		Switch Station				556268827	2	
DC07.02-A.pdf		Switch Station				556268827	2	
FB01.01-A.dwg		Switch Station				556268827	2	
DW09.03-A.dwg		Switch Station				556268827	2	
DC02.02-A.pdf		Switch Station				556268827	2	
DC04.03-A.pdf		Switch Station				556268827	2	
DW01.01-A.pdf		Switch Station				556268827	2	
DW09.03-A.pdf		Switch Station				556268827	2	
DC07.04-A.dwg		Switch Station				556268827	2	
DC07.03-A.dwg		Switch Station				556268827	2	
DC02.02-A.dwg		Switch Station				556268827	2	
DC02.04-A.dwg		Switch Station				556268827	2	
DW07.01-A.dwg		Switch Station				556268827	2	
DC06.01-A.dwg		Switch Station				556268827	2	
DW02.02-A.dwg		Switch Station				556268827	2	
DW01.01-A.dwg		Switch Station				556268827	2	
CC01.02-A.dwg		Switch Station				556268827	2	
FB01.02-A.pdf		Switch Station				556268827	2	
DW06.01-A.dwg		Switch Station				556268827	2	
DL01.01-A.pdf		Switch Station				556268827	2	
DC06.02-A.pdf		Switch Station				556268827	2	
DW01.02-A.pdf		Switch Station				556268827	2	
DW09.05-A.pdf		Switch Station				556268827	2	
FB01.02-A.dwg		Switch Station				556268827	2	
DW06.01-A.pdf		Switch Station				556268827	2	
DC02.04-A.pdf		Switch Station				556268827	2	
DC05.01-A.pdf		Switch Station				556268827	2	
DW03.01-A.pdf		Switch Station				556268827	2	
DP01.01-A.pdf		Switch Station				556268827	2	
DW02.01-A.pdf		Switch Station				556268827	2	
CC01.02-A.pdf		Switch Station				556268827	2	
DC04.01-A.pdf		Switch Station				556268827	2	
DC02.03-A.pdf		Switch Station				556268827	2	
DC01.02-A.pdf		Switch Station				556268827	2	
DC05.03-A.dwg		Switch Station				556268827	2	
DW09.01-A.dwg		Switch Station				556268827	2	
DW05.01-A.pdf		Switch Station				556268827	2	
12001469_3209226_CUADRO1_CASOD_H1-3NPT.dwg		Switch Station				556268826	2	
12001469_954220941.dwg		Switch Station				556268826	2	
12001469_9444129[1].dwg		Switch Station				556268826	2	
12001469_953690641.dwg		Switch Station				556268826	2	
MEI-11860-311 Cable Schedule sheet 2 S.pdf	CONTROL, AC AND DC CABLE SCHEDULE SHEET 2	Greens Prairie	03/09/17		Greens Prairie Ring Bus Modifications	556183419	4	
MEI-11860-422.pdf	TRANSFORMER 4200 WIRING SCHEMATIC LEGEND	Greens Prairie	08/17/16		Greens Prairie Ring Bus Modifications	556183416	4	
MEI-6553-Foundation Plan.dwg		Spring Creek				556268334	2	
P2110B-DC-05.3.dwg		Spring Creek				556268334	2	
P2110B-PL-08.dwg		Spring Creek				556268334	2	
P2110B-WD-09.dwg		Spring Creek				556268334	2	
P2110B-DC-04.1.dwg		Spring Creek				556268334	2	
P2110B PL-04.dwg		Spring Creek				556268334	2	
MEI-6573-RACEWAY PLAN.dwg		Spring Creek				556268334	2	
P2110B-WD-02.dwg		Spring Creek				556268334	2	
P2110B-DC-01.1.dwg		Spring Creek				556268334	2	
P2110B-IO-01.dwg		Spring Creek				556268334	2	
P2110B-IO-03.dwg		Spring Creek				556268334	2	
P2110B PL-05.dwg		Spring Creek				556268334	2	
P2110B-WD-04.dwg		Spring Creek				556268334	2	
P2110B-DC-08.dwg		Spring Creek				556268334	2	
MEI-7219-CONTROL HOUSE AND FOUNDATION DETAILS-Layout1.pdf		Spring Creek				556268334	2	
P2110B-DC-03.1.dwg		Spring Creek				556268334	2	
P2110B-MANUFACTURERS INDEX.dwg		Spring Creek				556268334	2	
P2110B-IO-09.dwg		Spring Creek				556268334	2	
P2110B-AC-04.dwg		Spring Creek				556268334	2	
P2110B-WD-05.dwg		Spring Creek				556268334	2	
P2110B-PL-03.dwg		Spring Creek				556268334	2	
P2110B-TT-02.dwg		Spring Creek				556268334	2	
P2110B-CM-01.dwg		Spring Creek				556268334	2	
P2110B-DC-09.dwg		Spring Creek				556268334	2	
P2110B-DC-06.2.dwg		Spring Creek				556268334	2	
P2110B-WD-01.dwg		Spring Creek				556268334	2	
P2110B-WD-03.dwg		Spring Creek				556268334	2	
P2110B-AC-02.dwg		Spring Creek				556268334	2	
P2110B-AC-03.dwg		Spring Creek				556268334	2	
P2110B-TT-01.dwg		Spring Creek				556268334	2	
P2110B-DC-04.2.dwg		Spring Creek				556268334	2	
P2110B-AC-SS-01.dwg		Spring Creek				556268334	2	
P2110B-WD-08.dwg		Spring Creek				556268334	2	
P2110B-PL-06.dwg		Spring Creek				556268334	2	
P2110B-DD-02.dwg		Spring Creek				556268334	2	
P2110B-DC-05.1.dwg		Spring Creek				556268334	2	
P2110B-IO-05.dwg		Spring Creek				556268334	2	
P2110B-PL-09.dwg		Spring Creek				556268334	2	
P2110B-IO-02.dwg		Spring Creek				556268334	2	
P2110B-AC-05.dwg		Spring Creek				556268334	2	
P2110B PL-06.dwg		Spring Creek				556268334	2	
P2110B-DC-02.1.dwg		Spring Creek				556268334	2	
P2110B-INDEX.dwg		Spring Creek				556268334	2	
P2110B-AC-LIGHT.dwg		Spring Creek				556268334	2	
P2110B-SL-01.dwg		Spring Creek				556268334	2	
P2110B-RW-1.dwg		Spring Creek				556268334	2	
P2110B-PL-05.dwg		Spring Creek				556268334	2	
P2110B-DD-01.dwg		Spring Creek				556268334	2	
P2110B-AC-4A.dwg		Spring Creek				556268334	2	
P2110B-AC-5A.dwg		Spring Creek				556268334	2	
P2110B-IO-08.dwg		Spring Creek				556268334	2	
P2110B-IO-10.dwg		Spring Creek				556268334	2	
P2110B-WD-07.dwg		Spring Creek				556268334	2	
P2110B-PL-01.dwg		Spring Creek				556268334	2	
P2110B-PL-02.dwg		Spring Creek				556268334	2	
P2110B-DC-06.3.dwg		Spring Creek				556268334	2	
P2110B-PL-04.dwg		Spring Creek				556268334	2	
P2110B-DC-05.2.dwg		Spring Creek				556268334	2	
P2110B-DC-04.3.dwg		Spring Creek				556268334	2	
P2110B-OV-01.dwg		Spring Creek				556268334	2	
P2110B-DC-06.1.dwg		Spring Creek				556268334	2	
P2110B-OV-02.dwg		Spring Creek				556268334	2	
P2110B PL-09.dwg		Spring Creek				556268334	2	
P2110B-WD-06.dwg		Spring Creek				556268334	2	
P2110B-AC-01.dwg		Spring Creek				556268334	2	
P2110B-0V-01.dwg		Spring Creek				556268334	2	
P2110B-TITLE.dwg		Spring Creek				556268334	2	
P2110B-AC-3A.dwg		Spring Creek				556268334	2	
P2110B-PL-07.dwg		Spring Creek				556268334	2	
P2110B-IO-06.dwg		Spring Creek				556268334	2	
P2110B-IO-04.dwg		Spring Creek				556268334	2	
MEI-11860-101 One Line Design.pdf	ONE LINE	Greens Prairie	03/17/16		Greens Prairie Ring Bus Modifications	556179130	4	
MEI-11860-401 138kV SCH S.pdf	138kV BUS AC SCHEMATIC	Greens Prairie	03/09/17		Greens Prairie Ring Bus Modifications	556179130	4	
MEI-11860-421A S2.pdf	TRANSFORMER 4200 MONITOR & ALARMS CONTROL HOUSE	Greens Prairie	03/17/17		Greens Prairie Ring Bus Modifications	556179130	4	
2016-6-3 MEI-11860-002 Drawing List 60Percent.pdf	DRAWING LIST	Greens Prairie	06/02/16		Greens Prairie Ring Bus Modifications	556179130	4	
MEI-11860-621.pdf	PANEL 1R COMMUNICATIONS LAYOUT AND MATERIALS	Greens Prairie	04/14/16		Greens Prairie Ring Bus Modifications	556179130	4	
MEI-11860-725R.pdf	PANEL 5R REMOVAL WIRING DIAGRAM	Greens Prairie	03/23/16		Greens Prairie Ring Bus Modifications	556179130	4	
MEI-11860-303.pdf	DRAINAGE DETAILS	Greens Prairie	06/15/16		Greens Prairie Ring Bus Modifications	556179130	4	
MEI-11860-524-5R S.pdf	PANEL 5R 138kV PS & GCB 41001 ALARM & SWITCH STATUS DC SCHEMATIC	Greens Prairie	03/09/17		Greens Prairie Ring Bus Modifications	556179130	4	
MEI-11860-042.pdf	GROUNDING DETAILS	Greens Prairie	05/16/16		Greens Prairie Ring Bus Modifications	556179130	4	
MEI-11860-502.pdf	DEVICE I/O TABLE TRANSFORMER 41000 (T1)	Greens Prairie	01/20/17		Greens Prairie Ring Bus Modifications	556179130	4	
MEI-11860-612-2F S2.pdf	PANEL 2F (SPARE) LAYOUT AND MATERIALS	Greens Prairie	03/09/17		Greens Prairie Ring Bus Modifications	556179130	4	
MEI-11860-312.pdf	CONTROL, AC AND DC CABLE SCHEDULE SHEET 3	Greens Prairie	01/20/17		Greens Prairie Ring Bus Modifications	556179130	4	
MEI-11860-301R.pdf	CONDUIT PLAN REMOVAL	Greens Prairie	01/27/17		Greens Prairie Ring Bus Modifications	556179129	4	
MEI-11860-527-1F S.pdf	PANEL 1F ERCOT METERING DC SCHEMATIC	Greens Prairie	03/09/17		Greens Prairie Ring Bus Modifications	556179129	4	
MEI-11860-424.pdf	TRANSFORMER 4200 CONNECTION WIRING DIAGRAM	Greens Prairie	08/17/16		Greens Prairie Ring Bus Modifications	556179129	4	
SUBSO-92.DWG	CIRCUIT SWITCHER NO. 1 S & C SWITCH OPERATOR TYPE CS-1A AND CS-1O WITH SHUNT TRIP DETAIL WIRING DIAGRAM	Southwood Valley	06/29/95			556014167	6	
SUBSO-68.DWG	QUICS REMOTE STATUS INPUT (6SMP2, +KEY) FD1072	Southwood Valley	05/30/95			556014103	6	
SUBPO-46-2017-REV.dwg	WIRING DIAGRAM PANEL H2R	Post Oak	08/15/17		Summer 2017 Update - Revisions	556121377	4	
SUBPO164-2017-REV.dwg	TERMINAL BLOCK LAYOUT PANEL H2R	Post Oak	08/15/17		Summer 2017 Update - Revisions	556121377	4	
SUBPO148-2017-REV.dwg	PANEL 1F	Post Oak	08/15/17		Summer 2017 Update - Revisions	556121342	4	
SUBGP-106.DWG	CM-4E MOTOR OPERATOR ELEMENTARY DIAGRAM CIRCUIT SWITCHER	Greens Prairie	12/15/96			556193142	3	
SUBGP-64.DWG	138kV COLLEGE STATION LINE SCHEMATIC	Greens Prairie	11/29/95			556193142	3	
SUBGP-127.dwg	DISTRIBUTION BREAKER #8 CONNECTION DIAGRAM	Greens Prairie	01/26/94			556193142	3	
MEI-6660-Greens Prairie DC Schmeatic 1_Rev.0.3.dwg	GREENS PRAIRIE SUBSTATION 138kV LINE RELAYING BREAKER FAILURE + TRANSFORMER TRIP DC SCHEMATIC	Greens Prairie	11/29/95			556193142	3	
SUBGP-97.DWG	WIRING DIAGRAM-PANEL GC5R	Greens Prairie	11/28/95			556193142	3	
SUBGP-115.dwg	CLOSE CIRCUIT - TRIP CIRCUIT PEBBLE CREEK BREAKER #1	Greens Prairie	01/26/94			556193142	3	
MEI-6658.dwg	138kV COLL. SOUTH. LINE RELAYING BRKR FAIL + TRANSF. TRIP DC SCHEM. REVISION FOR CAPACITOR BANK ADDITION	Greens Prairie	11/29/95			556193142	3	
SUBGP-83.DWG	TERMINAL BLOCK LAYOUT PANEL GC64	Greens Prairie	11/28/95			556193142	3	
SUBGP-95.DWG	WIRING DIAGRAM PANEL GC4F	Greens Prairie	12/12/96			556193142	3	
MEI-3076R.dwg	SUBSTATION LOCATIONS VICINITY MAP ET 9801	Greens Prairie	06/29/99			556193142	3	
SUBGP-89.DWG	WIRING DIAGRAM PANEL GC1R	Greens Prairie	06/29/95			556193142	3	
SUBGP-110.DWG	LEGEND FOR SCHEMATIC DIAGRAM 8713D40	Greens Prairie	12/13/95			556193142	3	
SUBGP-124.dwg	CLOSE CIRCUIT-TRIP CIRCUIT BREAKER #6	Greens Prairie	12/07/95			556193142	3	
SUBGP-65.DWG	DISTRIBUTION TRANS. FEEDER A.C. SCHEMATIC	Greens Prairie	11/29/95			556193142	3	
MEI-7129-Panel 6R Wiring_Rev.0.3.dwg	GREENS PRAIRIE SUBSTATION PANEL GC6R	Greens Prairie	06/29/95			556193142	3	
MEI-6090R.dwg	GREENS PRAIRIE ROAD SITE PLAN 54 MVAR CAPACITOR BANK ADDITION	Greens Prairie	10/24/04			556193142	3	
MEI-6659.dwg	138kV OCBs GRPG-8050 + 8060 DC SCHEMATIC REVISION FOR CAPACITOR BANK ADDITION	Greens Prairie	12/21/93			556193142	3	
SUBGP-85.DWG	STEEL DETAILS LOWER MOUNT SYNCHRONIZING CABINET (GC7F)	Greens Prairie	06/29/95			556193142	3	
MEI-6590VOID.dwg	VOID GREENS PRAIRIE SUBSTATION 27 MVAR MODULAR CAPACITOR BANKS PROTECTION SINGLE LINE DIAGRAM	Greens Prairie	02/08/05		VOID	556191011	3	
MEI-6817.dwg	GREENS PRAIRIE SUBSTATION CAPICITOR BANK DC CONTROL SCHEMATIC BANK TWO	Greens Prairie	12/19/05			556191011	3	
SUBGP-125.DWG	DISTRIBUTION BREAKER #7 CONNECTION DIAGRAM	Greens Prairie	07/21/94			556191011	3	
SUBGP-116.DWG	DISTRIBUTION BREAKER #1 CONNECTION DIAGRAM	Greens Prairie	12/05/95			556191011	3	
SUBGP-92.DWG	EXISTING PANEL 3R	Greens Prairie	06/29/95			556191011	3	
SUBGP-45.dwg	138kV 3-PHASE D.E. A-FRAME TOWER GREENS PRAIRIE SUBSTATION	Greens Prairie	11/29/04			556191011	3	
MEI-6661VOID.dwg	VOID 138 OCBs GRPR-8010 + 8020 DC SCHEMATIC REVISION FOR CAPACITOR BANK ADDITION	Greens Prairie	12/21/93		VOID	556191011	3	
MEI-6712.dwg	GREENS PRAIRIE SUBSTATION REAR VIEW OF E 113 BANK #1 LOCATED IN CONTROL PANEL 2R	Greens Prairie	11/10/05			556191011	3	
SUBGP-126.DWG	CLOSE CIRCUIT-TRIP CIRCUIT BREAKER #7	Greens Prairie	07/01/94			556191011	3	
MEI-6659 AB.dwg	138kV OCBs GRPG-8050 + 8060 DC SCHEMATIC REVISION FOR CAPACITOR BANK ADDITION	Greens Prairie	12/21/93			556191011	3	
SUBGP-123.DWG	CLOSE CIRCUIT-TRIP CIRCUIT BREAKER #5	Greens Prairie	06/29/95			556191011	3	
SUBGP-29.dwg	138kV 3-PHASE D.E. A-FRAME TOWER GREENS PRAIRIE SUBSTATION	Greens Prairie	11/17/04			556191011	3	
SUBGP-103.DWG	138kV OCB GRPR-8010 INTERCONNECT DIAGRAM	Greens Prairie	12/12/95			556191011	3	
MEI-6618.dwg	CABLE LIST FOR GREENS PRAIRIE CAPACITOR BANK ADDITION	Greens Prairie	10/12/05			556191011	3	
MEI-6676VOID.dwg	VOID PT CONNECTIONS ABB CAP BANK GREENS PRAIRIE SUB	Greens Prairie	10/25/05		VOID	556191011	3	
SUBGP-137.DWG	COLLEGE STATION A/C DISTRIBUTION ONE LINE DIAGRAM	Greens Prairie	06/29/95			556191011	3	
SUBGP-81.DWG	PANEL GC6R	Greens Prairie	06/29/95			556191011	3	
SUBGP-107.DWG	GREENS PRAIRIE SUBSTATION DRIVE-CONTROL CABINET WIRING DIAGRAM FOR AUTOMATIC CONTROL OF TYPE 550 CS LTC MECHANISM	Greens Prairie	12/13/96			556191011	3	
SUBGP-114.dwg	CM4-AE MOTOR OPERATOR ELEMENTARY DIAGRAM CIRCUIT SWITCHER	Greens Prairie	09/24/93			556189540	3	
SUBGP-120.DWG	CLOSE CIRCUIT-TRIP CIRCUIT ROCK PRAIRIE BREAKER #3	Greens Prairie	06/01/94			556189540	3	
SUBGP-98.DWG	PANEL GC5R	Greens Prairie	08/01/93			556189540	3	
MEI-6241R.dwg	GREENS PRAIRIE CAP BANK REVISION 138kV SYSTEM RELAYING ONE LINE DIAGRAM	Greens Prairie	07/06/90			556189540	3	
SUBGP-47.dwg	138kV 3-PHASE D.E. A-FRAME TOWER GREENS PRAIRIE SUBSTATION	Greens Prairie	11/23/04			556189540	3	
SUBGP-74.dwg	138kV OCB GRPR-8030 DC SCHEMATIC	Greens Prairie	12/21/93			556189540	3	
MEI-3087R.dwg	GREENS PRAIRIE SUBSTATION CONDUIT PLAN	Greens Prairie	07/14/99			556189540	3	
MEI-6658BKRFAILB4BTU8070.dwg	138kV OCBs GRPG-8050 + 8060 DC SCHEMATIC REVISION FOR CAPICITOR BANK ADDITION	Greens Prairie	12/21/93			556189540	3	
SUBGP-102.DWG	MOS GRPR-8017 & COL. STATION LINE CCVT INTERCONNECT DIAGRAMS	Greens Prairie	06/29/95			556189540	3	
MEI-6657.dwg	138/69 kV TRANS. 69 kV MILLICAN LINE AND SOUTH PORTION 138 KV BUS AC SCHEMATIC REVISIONS DUE TO CAPACITOR BANK ADDITION	Greens Prairie	10/11/05			556189540	3	
SUBGP-119.DWG	DISTRIBUTION BREAKER #3 CONNECTION DIAGRAM	Greens Prairie	12/05/95			556189540	3	
MEI-6357AC3LINE.dwg	GREENS PRAIRIE CAP BANK ADDITION 138kV COLLEGE STATION LINE AC SCHEMATIC	Greens Prairie	11/29/95			556189540	3	
SUBGP-79.DWG	138kV DIST FEEDER BUS DIFF RLYG & MOS  GRPR-8017 DC SCHEM.	Greens Prairie	7/21/94			556189540	3	
SUBGP-122.DWG	DISTRIBUTION BREAKER #4 CONNECTION DIAGRAM	Greens Prairie	12/12/95			556189540	3	
MEI-6659PREBTU8070.dwg	138kV COLL. SOUTH. LINE RELAYING BRKR FAIL +TRANSF. TRIP DC SCHEM. REVISION FOR CAPACITOR BANK ADDITION	Greens Prairie	11/29/95			556189540	3	
SUBGP-121.dwg	CLOSE CIRCUIT-TRIP CIRCUIT ROCK PRAIRIE-BREAKER #4	Greens Prairie	12/12/95			556189540	3	
SUBGP-112.dwg	TRANSFORMER WITH UTT TAP CHGR. SVR. AUTO. MAIN.-LOCAL-CIR. CURR. PARAL.-SCHEMATIC	Greens Prairie	12/16/96			556189540	3	
SUBGP-46.dwg	138kV 3-PHASE D.E. A-FRAME TOWER GREENS PRAIRIE SUBSTATION	Greens Prairie	11/19/04			556189540	3	
SUBGP-105.DWG	CM4-AE MOTOR OPERATOR ELEMENTARY DIAGRAM CIRCUIT SWITCHER	Greens Prairie	12/13/96			556189540	3	
SUBGP-113.DWG	SCHEMATIC DIAGRAM FOR MO-10 MOTOR MECHANISM D.C. OPERATION COMMON MOTOR & CONTROL SUPPLY (DYNAMIC BRAKING)	Greens Prairie	12/03/93			556188242	3	
SUBGP-70.DWG	138 OCB's GRPR-8010 & 8020 DC SCHEMATIC	Greens Prairie	12/21/93			556188242	3	
MEI-6361PANEL2RWIRINGVOIDSEE122005.dwg	CONTROL PANEL 2R REAR VIEW	Greens Prairie	10/13/05			556188242	3	
SUBGP-135.DWG	COLLEGE STATION CONTROL PANEL BILL OF MATERIALS & NP LIST	Greens Prairie	12/13/96			556188242	3	
SUBGP-93.DWG	PANEL GC4R	Greens Prairie	11/27/95			556188242	3	
MEI-6347R.dwg	REVISED ELECTRICAL ARRANGEMENT PLAN	Greens Prairie	01/31/05			556188242	3	
SUBGP-66.DWG	GREENS PRAIRIE SUBSTATION 138/13.2kV DIST. TRANSF. #1 AC SCHEMATIC	Greens Prairie	11/21/96			556188242	3	
SUBGP-72.DWG	138kV GREENS PRAIRIE LINE RELAYING & OCB BRSO-8010 CONTROL DC SCHEMATIC	Greens Prairie	06/29/95			556188242	3	
MEI-3076.dwg	SUBSTATION LOCATIONS VICINITY MAP	Greens Prairie	06/29/99			556188242	3	
SUBGP-118.DWG	CLOSE CIRCUIT-TRIP CIRCUIT INDUSTRIAL PARK BREAKER #2	Greens Prairie	12/12/95			556188242	3	
MEI-7131-Panel 1R Wiring_Rev.0.3.dwg	WIRING DIAGRAM PANEL GC1R	Greens Prairie	06/29/95			556188242	3	
SUBGP-117.DWG	DISTRIBUTION BREAKER #2 CONNCECTION DIAGRAM	Greens Prairie	12/12/95			556188242	3	
SUBGP-104.DWG	138kV OCB GRPR-8020 INTERCONNECT DIAGRAM	Greens Prairie	12/12/95			556188242	3	
SUBGP-78.DWG	GREENS PRAIRIE SUBSTATION 138kV SWITCHER #1 & #2 DC SCHEMATIC	Greens Prairie	12/05/95			556188242	3	
MEI-7128-Greens Prairie Oneline_Rev.0.3.dwg	ONE LINE DIAGRAM	Greens Prairie	12/20/93			556188242	3	
SUBGP-58.DWG	BRYANS CT'S, PT'S, AND MOS GRPR-8063 INTERCONNECT DIAGRAMS	Greens Prairie	12/21/93			556188242	3	
SUBGP-77.DWG	138/69kV TRANSF. DIFF 69kV MILLICAN LINERLYG & 138kV MOS GRPG-8063	Greens Prairie	11/28/95			556188241	3	
MEI-11860-755.pdf	GCB41005 FIELD WIRING DIAGRAM	Greens Prairie	06/08/16		Greens Prairie Ring Bus Modifications	556187666	3	
MEI-11860-022.pdf	ELEVATION Q-Q	Greens Prairie	05/16/16		Greens Prairie Ring Bus Modifications	556187666	3	
MEI-11860-511.pdf	GCB441005 DC SCHEMATIC	Greens Prairie	03/23/16		Greens Prairie Ring Bus Modifications	556187666	3	
MEI-11860-519.pdf	138kV CIRCUIT SWITCHER S49TA1 DC SCHEMATIC	Greens Prairie	03/23/16		Greens Prairie Ring Bus Modifications	556187666	3	
MEI-11860-012.pdf	TRANSFORMER 4100 ACCESSORY SCHEMATIC	Greens Prairie	08/17/16		Greens Prairie Ring Bus Modifications	556187666	3	
MEI-11860-723.pdf	PANEL 3R XFMR 1 AND 138kV GCB 41005 WIRING DIAGRAM	Greens Prairie	01/20/17		Greens Prairie Ring Bus Modifications	556187666	3	
MEI-11860-412.pdf	SUBSTATION LAYOUT SHIELD LAYOUT	Greens Prairie	05/16/16		Greens Prairie Ring Bus Modifications	556187666	3	
MEI-11860-033.pdf	STRUCTURE UNITS 12-13	Greens Prairie	05/16/16		Greens Prairie Ring Bus Modifications	556187666	3	
MEI-11860-714.pdf	PANEL 4F COMMUNICATION WIRING DIAGRAM	Greens Prairie	05/26/16		Greens Prairie Ring Bus Modifications	556187666	3	
MEI-11860-014 ELEV F-F S.pdf	ELEVATION F-F	Greens Prairie	03/09/17		Greens Prairie Ring Bus Modifications	556187666	3	
MEI-11860-419 S2.pdf	TRANSFORMER 4100 CONTROL CABINET PHYSICAL LAYOUT	Greens Prairie	03/17/17		Greens Prairie Ring Bus Modifications	556187666	3	
MEI-11860-016.pdf	ELEVATION G-G	Greens Prairie	05/16/16		Greens Prairie Ring Bus Modifications	556187666	3	
MEI-11860-002 DWG List S2.pdf	DRAWING LIST	Greens Prairie	03/17/17		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-411A S.pdf	TRANSFORMER 4100 MONITOR & ALARMS CONTROL HOUSE	Greens Prairie	03/09/17		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-411A S2.pdf	TRANSFORMER 4100 MONITOR & ALARMS CONTROL HOUSE	Greens Prairie	03/17/17		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-520.pdf	138kV CIRCUIT SWITCHER S49TA2 DC SCHEMATIC	Greens Prairie	03/23/16		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-726 S.pdf	PANEL 6R (SPARE) WIRING DIAGRAM	Greens Prairie	03/09/17		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-525B-3F-SCADA S.pdf	PANEL 3F SCADA PS & DPAC-B DC SCHEMATIC	Greens Prairie	03/09/17		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-304.pdf	COMMUNICATIONS AND FIBER CONDUIT DETAILS	Greens Prairie	06/08/16		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-613-3F S.pdf	PANEL 3F SCADA LAYOUT AND MATERIALS	Greens Prairie	03/09/17		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-726R.pdf	PANEL GC6R REMOVAL TERMINAL BLOCK LAYOUT WIRING DIAGRAM	Greens Prairie	01/20/17		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-013.pdf	ELEVATION B-B	Greens Prairie	05/16/16		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-615-5F S.pdf	PANEL 5F SPARE LAYOUT AND MATERIALS	Greens Prairie	03/09/17		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-323 CABLE SCHEDULE SHEET 4 S2.pdf	FIBER OPTIC COMMUNICATION CABLE SCHEDULE SHEET 4	Greens Prairie	03/17/17		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-752.pdf	GCB41001 CT FIELD WIRING DIAGRAM	Greens Prairie	06/06/16		Greens Prairie Ring Bus Modifications	556186432	3	
MEI-11860-411B S.pdf	TRANSFORMER 4100 LTC CONTROL SCHEMATIC	Greens Prairie	03/09/17		Greens Prairie Ring Bus Modifications	556186431	3	
MEI-11860-526.pdf	COMMUNICATION PANEL 4F PS DC SCHEMATIC	Greens Prairie	03/23/16		Greens Prairie Ring Bus Modifications	556186431	3	
